date_,"0-(0, 0.25, 0, 0, 0, 0.25, 0, 0, 0.5, 0)","0-(0, 0.25, 0, 0.25, 0, 0, 0, 0.25, 0, 0.25)","0-(0, 0.5, 0, 0, 0, 0, 0, 0.25, 0.25, 0)","0-(0, 0.25, 0, 0.25, 0, 0, 0, 0.25, 0.25, 0)","0-(0, 0.25, 0, 0.25, 0, 0, 0, 0.5, 0, 0)","0-(0, 0.5, 0, 0, 0, 0, 0, 0.5, 0, 0)","0-(0, 0.25, 0, 0.25, 0, 0.25, 0, 0, 0.25, 0)","0-(0, 0.5, 0, 0, 0, 0.25, 0, 0, 0.25, 0)","0-(0, 0.25, 0, 0.25, 0, 0.25, 0.25, 0, 0, 0)","0-(0, 0.25, 0.25, 0.25, 0, 0.25, 0, 0, 0, 0)","0-(0, 0.25, 0, 0.5, 0, 0.25, 0, 0, 0, 0)","0-(0, 0.25, 0, 0, 0, 0.25, 0, 0, 0.25, 0.25)",0
2021-02-28,1.1730084041398896,1.3620398533588083,1.2070038379319434,1.4134764874241479,1.3554234478811669,1.2420846282531506,1.4237485301669,1.2137088519550723,1.640125367537425,1.4894349499078792,1.6210057010730563,1.1693356294388524,1.44284606381306
2021-03-31,1.2590396945977205,1.4823754382754348,1.323433711001702,1.5109769135215392,1.4605498890720434,1.3753835357624598,1.5076964651475118,1.3137524624429795,1.6882428223466333,1.533746596554519,1.7085214070935166,1.2615027282843612,1.505074586783232
2021-04-30,1.3311214061073846,1.5082788202337138,1.3568758385773045,1.5239640586644554,1.48952339073584,1.4012641684429854,1.5206728009180712,1.3607253720761743,1.713149609344199,1.5543257437388387,1.7176568263854903,1.311835945189436,1.584931475900636
2021-05-31,1.3332076032611135,1.5159022951766632,1.4010194117631936,1.5458322142377123,1.5247609360395342,1.4366539562469787,1.5386036548159578,1.382914573824696,1.7301519360697384,1.58648856915205,1.743663825440763,1.3215648820142654,1.593424708700249
2021-06-30,1.3518863201496016,1.5201331019739464,1.364067113761708,1.5275433041005628,1.5461028397588457,1.4172573010549763,1.558451563487466,1.3651600285378727,1.797500652613636,1.6059656345854372,1.7905971095974382,1.3107970855884747,1.6329320347935399
2021-07-31,1.3935956791414759,1.5223615944558906,1.3660504581956243,1.521075028380383,1.5483619604704375,1.4214755601120377,1.601553754763408,1.3651450354316095,1.770119838668678,1.5459048788731615,1.828376866492313,1.336250487577766,1.6709206641175218
2021-08-31,1.415519832093213,1.5249627800752434,1.3924573968277578,1.5479750947274582,1.5429328352517724,1.422206504846677,1.653132474781439,1.3996317998449315,1.8326446200926523,1.615426155167383,1.8720445320411865,1.35602521956892,1.7209250326802625
2021-09-30,1.331117371500674,1.455562873799609,1.3320837485099457,1.4511178019274,1.4792626509474125,1.3684301152004323,1.5580262485552279,1.3174007907275647,1.7038013699439605,1.5190094157842882,1.7693236790492692,1.2826847355042552,1.6404122237767005
2021-10-31,1.4203277188422192,1.4515073532486353,1.364505244207661,1.4987213039124139,1.4970592733022028,1.3913850865695212,1.622683203211167,1.370131299009659,1.7921046960188967,1.6266944425610244,1.8324907440051457,1.36395503003595,1.7554874895896955
2021-11-30,1.4345319210325436,1.480873233339344,1.3700462279612062,1.529762339342072,1.5313708176394742,1.3718200176189963,1.687821994202911,1.3665150775703732,1.8113053510145367,1.6690684202368375,1.8928406937969098,1.3529925311713478,1.7433587248258764
2021-12-31,1.5469712084261662,1.6135590070674604,1.471599907661312,1.6460461311235204,1.6549668833405429,1.4955944180935357,1.8088142303490313,1.469652492329019,1.8703310172932224,1.7105061867409288,2.03045630568831,1.430090186247197,1.8193858523817226
2022-01-31,1.479730415956762,1.6136219710067043,1.4582180614204232,1.5727381914501575,1.6262836157708598,1.4767238318398712,1.701223965673257,1.433988228991803,1.7102847818074862,1.542780488169514,1.9759829895473082,1.4433703645296063,1.7213358972748478
2022-02-28,1.4337831381224375,1.6064967930306775,1.4410515651713267,1.5047574566291422,1.5932423336825055,1.467150913315465,1.6674225120233304,1.4369799704080182,1.680463940448241,1.5377117877844302,1.9404565978084498,1.4032510165971226,1.6653972249444216
2022-03-31,1.456892761408434,1.6096278994521847,1.4773735218968742,1.5209430342451264,1.6066846561134371,1.5056038424193245,1.712512769295615,1.4925493640795993,1.75706917066837,1.5900556835326247,1.9614835548210776,1.4564419512897797,1.7251825854722658
2022-04-30,1.4002220225317756,1.506792508351006,1.4535888712767997,1.4938356245384437,1.596501468624793,1.5140772264590219,1.60399773797975,1.4542063773587408,1.5810231999299456,1.5050190173524014,1.847853798096292,1.42467686166846,1.5718035802029342
